title,url,country,imdbRating,imdbVotes,metascore,budget,domesticGross,worldwideGross,awards,directors,thespians
41. The Order,https://www.imdb.com/title/tt26625693/,US,6.8, (41K),75,,"$2,010,901","$2,257,761",[],"[{'name': 'Justin Kurzel', 'url': 'https://www.imdb.com/name/nm0997291/'}]","[{'name': 'Marc Maron', 'url': 'https://www.imdb.com/name/nm0549505/'}, {'name': 'George Tchortov', 'url': 'https://www.imdb.com/name/nm0853478/'}, {'name': 'Daniel Yip', 'url': 'https://www.imdb.com/name/nm10398587/'}, {'name': 'Daniel Doheny', 'url': 'https://www.imdb.com/name/nm4618729/'}, {'name': 'Sebastian Pigott', 'url': 'https://www.imdb.com/name/nm2477204/'}]"
42. Fight or Flight,https://www.imdb.com/title/tt13652286/,US,6.4, (6.2K),,,n/a,"$9,736",[],"[{'name': 'James Madigan', 'url': 'https://www.imdb.com/name/nm0534901/'}]","[{'name': 'Josh Hartnett', 'url': 'https://www.imdb.com/name/nm0001326/'}, {'name': 'Katee Sackhoff', 'url': 'https://www.imdb.com/name/nm0755267/'}, {'name': 'Julian Kostov', 'url': 'https://www.imdb.com/name/nm5441137/'}, {'name': 'Charithra Chandran', 'url': 'https://www.imdb.com/name/nm12302860/'}, {'name': 'Marko Zaror', 'url': 'https://www.imdb.com/name/nm1047252/'}]"
43. Blink Twice,https://www.imdb.com/title/tt14858658/,US,6.5, (104K),66,,"$23,093,906","$48,093,906",[],"[{'name': 'Zoë Kravitz', 'url': 'https://www.imdb.com/name/nm2368789/'}]","[{'name': 'Naomi Ackie', 'url': 'https://www.imdb.com/name/nm7609875/'}, {'name': 'Channing Tatum', 'url': 'https://www.imdb.com/name/nm1475594/'}, {'name': 'Alia Shawkat', 'url': 'https://www.imdb.com/name/nm0790057/'}, {'name': 'Christian Slater', 'url': 'https://www.imdb.com/name/nm0000225/'}, {'name': 'Simon Rex', 'url': 'https://www.imdb.com/name/nm0005350/'}]"
44. Spider-Man: Across the Spider-Verse,https://www.imdb.com/title/tt9362722/,US,8.5, (448K),86,,,,[],"[{'name': 'Joaquim Dos Santos', 'url': 'https://www.imdb.com/name/nm1690966/'}, {'name': 'Kemp Powers', 'url': 'https://www.imdb.com/name/nm5358492/'}, {'name': 'Justin K. Thompson', 'url': 'https://www.imdb.com/name/nm1042511/'}]","[{'name': 'Shameik Moore', 'url': 'https://www.imdb.com/name/nm4271336/'}, {'name': 'Hailee Steinfeld', 'url': 'https://www.imdb.com/name/nm2794962/'}, {'name': 'Brian Tyree Henry', 'url': 'https://www.imdb.com/name/nm3109964/'}, {'name': 'Luna Lauren Velez', 'url': 'https://www.imdb.com/name/nm0904967/'}, {'name': 'Jake Johnson', 'url': 'https://www.imdb.com/name/nm2159926/'}]"
45. Dungeons & Dragons: Honor Among Thieves,https://www.imdb.com/title/tt2906216/,US,7.2, (258K),72,,,,[],"[{'name': 'John Francis Daley', 'url': 'https://www.imdb.com/name/nm0197855/'}, {'name': 'Jonathan Goldstein', 'url': 'https://www.imdb.com/name/nm0326246/'}]","[{'name': 'Chris Pine', 'url': 'https://www.imdb.com/name/nm1517976/'}, {'name': 'Michelle Rodriguez', 'url': 'https://www.imdb.com/name/nm0735442/'}, {'name': 'Regé-Jean Page', 'url': 'https://www.imdb.com/name/nm2074546/'}, {'name': 'Justice Smith', 'url': 'https://www.imdb.com/name/nm6819854/'}, {'name': 'Sophia Lillis', 'url': 'https://www.imdb.com/name/nm6096118/'}]"
46. Five Nights at Freddy's,https://www.imdb.com/title/tt4589218/,US,5.4, (111K),33,,,,[],"[{'name': 'Emma Tammi', 'url': 'https://www.imdb.com/name/nm0849747/'}]","[{'name': 'Josh Hutcherson', 'url': 'https://www.imdb.com/name/nm1242688/'}, {'name': 'Piper Rubio', 'url': 'https://www.imdb.com/name/nm10138913/'}, {'name': 'Elizabeth Lail', 'url': 'https://www.imdb.com/name/nm5634768/'}, {'name': 'Matthew Lillard', 'url': 'https://www.imdb.com/name/nm0000498/'}, {'name': 'Mary Stuart Masterson', 'url': 'https://www.imdb.com/name/nm0000524/'}]"
47. Borderlands,https://www.imdb.com/title/tt4978420/,US,4.7, (47K),26,,"$15,482,668","$32,938,296",[],"[{'name': 'Eli Roth', 'url': 'https://www.imdb.com/name/nm0744834/'}]","[{'name': 'Cate Blanchett', 'url': 'https://www.imdb.com/name/nm0000949/'}, {'name': 'Kevin Hart', 'url': 'https://www.imdb.com/name/nm0366389/'}, {'name': 'Edgar Ramírez', 'url': 'https://www.imdb.com/name/nm1183149/'}, {'name': 'Jamie Lee Curtis', 'url': 'https://www.imdb.com/name/nm0000130/'}, {'name': 'Ariana Greenblatt', 'url': 'https://www.imdb.com/name/nm7567556/'}]"
48. Barbie,https://www.imdb.com/title/tt1517268/,US,6.8, (604K),80,,,,['Best Achievement in Music Written for Motion Pictures (Original Song)'],"[{'name': 'Greta Gerwig', 'url': 'https://www.imdb.com/name/nm1950086/'}]","[{'name': 'Margot Robbie', 'url': 'https://www.imdb.com/name/nm3053338/'}, {'name': 'Issa Rae', 'url': 'https://www.imdb.com/name/nm4793987/'}, {'name': 'Kate McKinnon', 'url': 'https://www.imdb.com/name/nm0571952/'}, {'name': 'Alexandra Shipp', 'url': 'https://www.imdb.com/name/nm3381295/'}, {'name': 'Emma Mackey', 'url': 'https://www.imdb.com/name/nm8076281/'}]"
49. Elevation,https://www.imdb.com/title/tt23558280/,US,5.6, (21K),50,,"$2,321,801","$3,326,604",[],"[{'name': 'George Nolfi', 'url': 'https://www.imdb.com/name/nm1079776/'}]","[{'name': 'Anthony Mackie', 'url': 'https://www.imdb.com/name/nm1107001/'}, {'name': 'Morena Baccarin', 'url': 'https://www.imdb.com/name/nm1072555/'}, {'name': 'Maddie Hasson', 'url': 'https://www.imdb.com/name/nm4487976/'}, {'name': 'Danny Boyd Jr.', 'url': 'https://www.imdb.com/name/nm9374903/'}, {'name': 'Rachel Nicks', 'url': 'https://www.imdb.com/name/nm2281254/'}]"
50. MaXXXine,https://www.imdb.com/title/tt22048412/,US,6.2, (69K),64,,"$15,097,633","$22,057,161",[],"[{'name': 'Ti West', 'url': 'https://www.imdb.com/name/nm1488800/'}]","[{'name': 'Charley Rowan McCain', 'url': 'https://www.imdb.com/name/nm10810110/'}, {'name': 'Simon Prast', 'url': 'https://www.imdb.com/name/nm0695306/'}, {'name': 'Mia Goth', 'url': 'https://www.imdb.com/name/nm5301405/'}, {'name': 'Deborah Geffner', 'url': 'https://www.imdb.com/name/nm0311708/'}, {'name': 'Daniel Lench', 'url': 'https://www.imdb.com/name/nm0501738/'}]"
51. Sacramento,https://www.imdb.com/title/tt13491834/,US,5.7, (686),67,,,,[],"[{'name': 'Michael Angarano', 'url': 'https://www.imdb.com/name/nm0029400/'}]","[{'name': 'Michael Angarano', 'url': 'https://www.imdb.com/name/nm0029400/'}, {'name': 'Maya Erskine', 'url': 'https://www.imdb.com/name/nm4224109/'}, {'name': 'Michael Cera', 'url': 'https://www.imdb.com/name/nm0148418/'}, {'name': 'Michael Angarano Sr.', 'url': 'https://www.imdb.com/name/nm2170797/'}, {'name': 'Bunny Levine', 'url': 'https://www.imdb.com/name/nm0505774/'}]"
52. Sing Sing,https://www.imdb.com/title/tt28479262/,US,7.7, (20K),83,,"$3,018,278","$4,335,242",[],"[{'name': 'Greg Kwedar', 'url': 'https://www.imdb.com/name/nm3613117/'}]","[{'name': 'Colman Domingo', 'url': 'https://www.imdb.com/name/nm0231458/'}, {'name': 'Clarence Maclin', 'url': 'https://www.imdb.com/name/nm13697094/'}, {'name': 'Sean San Jose', 'url': 'https://www.imdb.com/name/nm0085772/'}, {'name': 'Paul Raci', 'url': 'https://www.imdb.com/name/nm0705152/'}, {'name': 'David Giraudy', 'url': 'https://www.imdb.com/name/nm16279630/'}]"
53. Horizon: An American Saga - Chapter 1,https://www.imdb.com/title/tt17505010/,US,6.7, (40K),49,"$50,000,000","$29,035,702","$38,735,702",[],"[{'name': 'Kevin Costner', 'url': 'https://www.imdb.com/name/nm0000126/'}]","[{'name': 'Kevin Costner', 'url': 'https://www.imdb.com/name/nm0000126/'}, {'name': 'Sienna Miller', 'url': 'https://www.imdb.com/name/nm1092227/'}, {'name': 'Sam Worthington', 'url': 'https://www.imdb.com/name/nm0941777/'}, {'name': 'Jena Malone', 'url': 'https://www.imdb.com/name/nm0540441/'}, {'name': 'Owen Crow Shoe', 'url': 'https://www.imdb.com/name/nm7974843/'}]"
54. The Super Mario Bros. Movie,https://www.imdb.com/title/tt6718170/,US,7.0, (266K),46,,,,[],"[{'name': 'Aaron Horvath', 'url': 'https://www.imdb.com/name/nm1739338/'}, {'name': 'Michael Jelenic', 'url': 'https://www.imdb.com/name/nm2398585/'}, {'name': 'Pierre Leduc', 'url': 'https://www.imdb.com/name/nm2966857/'}, {'name': 'Fabien Polack', 'url': 'https://www.imdb.com/name/nm6042133/'}]","[{'name': 'Kevin Michael Richardson', 'url': 'https://www.imdb.com/name/nm0724656/'}, {'name': 'Jack Black', 'url': 'https://www.imdb.com/name/nm0085312/'}, {'name': 'Khary Payton', 'url': 'https://www.imdb.com/name/nm1146051/'}, {'name': 'Chris Pratt', 'url': 'https://www.imdb.com/name/nm0695435/'}, {'name': 'Charlie Day', 'url': 'https://www.imdb.com/name/nm0206359/'}]"
55. Here,https://www.imdb.com/title/tt18272208/,US,6.3, (20K),39,"$50,000,000","$12,237,270","$15,277,878",[],"[{'name': 'Robert Zemeckis', 'url': 'https://www.imdb.com/name/nm0000709/'}]","[{'name': 'Tom Hanks', 'url': 'https://www.imdb.com/name/nm0000158/'}, {'name': 'Robin Wright', 'url': 'https://www.imdb.com/name/nm0000705/'}, {'name': 'Paul Bettany', 'url': 'https://www.imdb.com/name/nm0079273/'}, {'name': 'Kelly Reilly', 'url': 'https://www.imdb.com/name/nm0717709/'}, {'name': 'Ellis Grunsell', 'url': 'https://www.imdb.com/name/nm16664560/'}]"
56. Fast X,https://www.imdb.com/title/tt5433140/,US,5.7, (134K),56,,,,[],"[{'name': 'Louis Leterrier', 'url': 'https://www.imdb.com/name/nm0504642/'}]","[{'name': 'Vin Diesel', 'url': 'https://www.imdb.com/name/nm0004874/'}, {'name': 'Michelle Rodriguez', 'url': 'https://www.imdb.com/name/nm0735442/'}, {'name': 'Jason Statham', 'url': 'https://www.imdb.com/name/nm0005458/'}, {'name': 'Jordana Brewster', 'url': 'https://www.imdb.com/name/nm0108287/'}, {'name': 'Tyrese Gibson', 'url': 'https://www.imdb.com/name/nm0879085/'}]"
57. The Last Showgirl,https://www.imdb.com/title/tt31193791/,US,6.5, (10K),66,,"$4,799,804","$6,659,128",[],"[{'name': 'Gia Coppola', 'url': 'https://www.imdb.com/name/nm0178886/'}]","[{'name': 'Pamela Anderson', 'url': 'https://www.imdb.com/name/nm0000097/'}, {'name': 'Brenda Song', 'url': 'https://www.imdb.com/name/nm0814259/'}, {'name': 'Kiernan Shipka', 'url': 'https://www.imdb.com/name/nm2215143/'}, {'name': 'Dave Bautista', 'url': 'https://www.imdb.com/name/nm1176985/'}, {'name': 'Jamie Lee Curtis', 'url': 'https://www.imdb.com/name/nm0000130/'}]"
58. The Life of Chuck,https://www.imdb.com/title/tt12908150/,US,7.7, (484),64,,,,[],"[{'name': 'Mike Flanagan', 'url': 'https://www.imdb.com/name/nm1093039/'}]","[{'name': 'Karen Gillan', 'url': 'https://www.imdb.com/name/nm2394794/'}, {'name': 'Matthew Lillard', 'url': 'https://www.imdb.com/name/nm0000498/'}, {'name': 'Samantha Sloyan', 'url': 'https://www.imdb.com/name/nm1418096/'}, {'name': 'Tom Hiddleston', 'url': 'https://www.imdb.com/name/nm1089991/'}, {'name': 'Molly C. Quinn', 'url': 'https://www.imdb.com/name/nm0703939/'}]"
59. Killers of the Flower Moon,https://www.imdb.com/title/tt5537002/,US,7.6, (280K),89,,,,[],"[{'name': 'Martin Scorsese', 'url': 'https://www.imdb.com/name/nm0000217/'}]","[{'name': 'Leonardo DiCaprio', 'url': 'https://www.imdb.com/name/nm0000138/'}, {'name': 'Robert De Niro', 'url': 'https://www.imdb.com/name/nm0000134/'}, {'name': 'Lily Gladstone', 'url': 'https://www.imdb.com/name/nm4291409/'}, {'name': 'Jesse Plemons', 'url': 'https://www.imdb.com/name/nm0687146/'}, {'name': 'Tantoo Cardinal', 'url': 'https://www.imdb.com/name/nm0001987/'}]"
60. Shazam! Fury of the Gods,https://www.imdb.com/title/tt10151854/,US,5.9, (136K),47,,,,[],"[{'name': 'David F. Sandberg', 'url': 'https://www.imdb.com/name/nm2497546/'}]","[{'name': 'Zachary Levi', 'url': 'https://www.imdb.com/name/nm1157048/'}, {'name': 'Asher Angel', 'url': 'https://www.imdb.com/name/nm4755508/'}, {'name': 'Jack Dylan Grazer', 'url': 'https://www.imdb.com/name/nm6244013/'}, {'name': 'Rachel Zegler', 'url': 'https://www.imdb.com/name/nm10399505/'}, {'name': 'Adam Brody', 'url': 'https://www.imdb.com/name/nm0111013/'}]"
61. Mission: Impossible - Dead Reckoning Part One,https://www.imdb.com/title/tt9603212/,US,7.6, (283K),81,,,,[],"[{'name': 'Christopher McQuarrie', 'url': 'https://www.imdb.com/name/nm0003160/'}]","[{'name': 'Tom Cruise', 'url': 'https://www.imdb.com/name/nm0000129/'}, {'name': 'Hayley Atwell', 'url': 'https://www.imdb.com/name/nm2017943/'}, {'name': 'Ving Rhames', 'url': 'https://www.imdb.com/name/nm0000609/'}, {'name': 'Simon Pegg', 'url': 'https://www.imdb.com/name/nm0670408/'}, {'name': 'Rebecca Ferguson', 'url': 'https://www.imdb.com/name/nm0272581/'}]"
62. Subservience,https://www.imdb.com/title/tt24871974/,US,5.4, (27K),,,n/a,"$110,685",[],"[{'name': 'S.K. Dale', 'url': 'https://www.imdb.com/name/nm5642951/'}]","[{'name': 'Megan Fox', 'url': 'https://www.imdb.com/name/nm1083271/'}, {'name': 'Michele Morrone', 'url': 'https://www.imdb.com/name/nm9016108/'}, {'name': 'Madeline Zima', 'url': 'https://www.imdb.com/name/nm0956526/'}, {'name': 'Matilda Firth', 'url': 'https://www.imdb.com/name/nm12609181/'}, {'name': 'Jude Greenstein', 'url': 'https://www.imdb.com/name/nm14450067/'}]"
63. Saturday Night,https://www.imdb.com/title/tt27657135/,US,6.9, (30K),60,,"$9,511,315","$9,977,904",[],"[{'name': 'Jason Reitman', 'url': 'https://www.imdb.com/name/nm0718646/'}]","[{'name': 'Gabriel LaBelle', 'url': 'https://www.imdb.com/name/nm5450413/'}, {'name': 'Rachel Sennott', 'url': 'https://www.imdb.com/name/nm6976735/'}, {'name': 'Cory Michael Smith', 'url': 'https://www.imdb.com/name/nm5754425/'}, {'name': 'Ella Hunt', 'url': 'https://www.imdb.com/name/nm4457775/'}, {'name': ""Dylan O'Brien"", 'url': 'https://www.imdb.com/name/nm3729721/'}]"
64. Beetlejuice Beetlejuice,https://www.imdb.com/title/tt2049403/,US,6.7, (146K),62,"$100,000,000","$294,100,435","$451,900,435",[],"[{'name': 'Tim Burton', 'url': 'https://www.imdb.com/name/nm0000318/'}]","[{'name': 'Michael Keaton', 'url': 'https://www.imdb.com/name/nm0000474/'}, {'name': 'Winona Ryder', 'url': 'https://www.imdb.com/name/nm0000213/'}, {'name': ""Catherine O'Hara"", 'url': 'https://www.imdb.com/name/nm0001573/'}, {'name': 'Jenna Ortega', 'url': 'https://www.imdb.com/name/nm4911194/'}, {'name': 'Justin Theroux', 'url': 'https://www.imdb.com/name/nm0857620/'}]"
65. Despicable Me 4,https://www.imdb.com/title/tt7510222/,US,6.2, (65K),52,"$100,000,000","$361,004,205","$971,102,213",[],"[{'name': 'Chris Renaud', 'url': 'https://www.imdb.com/name/nm0719208/'}, {'name': 'Patrick Delage', 'url': 'https://www.imdb.com/name/nm0216133/'}]","[{'name': 'Steve Carell', 'url': 'https://www.imdb.com/name/nm0136797/'}, {'name': 'Pierre Coffin', 'url': 'https://www.imdb.com/name/nm1853544/'}, {'name': 'Will Ferrell', 'url': 'https://www.imdb.com/name/nm0002071/'}, {'name': 'Sofía Vergara', 'url': 'https://www.imdb.com/name/nm0005527/'}, {'name': 'Chris Renaud', 'url': 'https://www.imdb.com/name/nm0719208/'}]"
66. Hit Man,https://www.imdb.com/title/tt20215968/,US,6.8, (114K),82,,n/a,"$4,012,138",[],"[{'name': 'Richard Linklater', 'url': 'https://www.imdb.com/name/nm0000500/'}]","[{'name': 'Glen Powell', 'url': 'https://www.imdb.com/name/nm1412974/'}, {'name': 'Adria Arjona', 'url': 'https://www.imdb.com/name/nm5245722/'}, {'name': 'Austin Amelio', 'url': 'https://www.imdb.com/name/nm3994184/'}, {'name': 'Retta', 'url': 'https://www.imdb.com/name/nm0802876/'}, {'name': 'Sanjay Rao', 'url': 'https://www.imdb.com/name/nm8277180/'}]"
67. Abigail,https://www.imdb.com/title/tt27489557/,US,6.6, (96K),62,"$28,000,000","$25,867,515","$43,020,720",[],"[{'name': 'Matt Bettinelli-Olpin', 'url': 'https://www.imdb.com/name/nm2366012/'}, {'name': 'Tyler Gillett', 'url': 'https://www.imdb.com/name/nm2419470/'}]","[{'name': 'Melissa Barrera', 'url': 'https://www.imdb.com/name/nm4574440/'}, {'name': 'Dan Stevens', 'url': 'https://www.imdb.com/name/nm1405398/'}, {'name': 'Alisha Weir', 'url': 'https://www.imdb.com/name/nm10341836/'}, {'name': 'William Catlett', 'url': 'https://www.imdb.com/name/nm2825058/'}, {'name': 'Kathryn Newton', 'url': 'https://www.imdb.com/name/nm1105980/'}]"
68. Guardians of the Galaxy Vol. 3,https://www.imdb.com/title/tt6791350/,US,7.9, (425K),64,,,,[],"[{'name': 'James Gunn', 'url': 'https://www.imdb.com/name/nm0348181/'}]","[{'name': 'Chukwudi Iwuji', 'url': 'https://www.imdb.com/name/nm1030244/'}, {'name': 'Bradley Cooper', 'url': 'https://www.imdb.com/name/nm0177896/'}, {'name': 'Pom Klementieff', 'url': 'https://www.imdb.com/name/nm2962353/'}, {'name': 'Dave Bautista', 'url': 'https://www.imdb.com/name/nm1176985/'}, {'name': 'Karen Gillan', 'url': 'https://www.imdb.com/name/nm2394794/'}]"
69. Joker: Folie à Deux,https://www.imdb.com/title/tt11315808/,US,5.2, (159K),45,"$190,000,000","$58,300,287","$207,500,287",[],"[{'name': 'Todd Phillips', 'url': 'https://www.imdb.com/name/nm0680846/'}]","[{'name': 'Joaquin Phoenix', 'url': 'https://www.imdb.com/name/nm0001618/'}, {'name': 'Lady Gaga', 'url': 'https://www.imdb.com/name/nm3078932/'}, {'name': 'Brendan Gleeson', 'url': 'https://www.imdb.com/name/nm0322407/'}, {'name': 'Catherine Keener', 'url': 'https://www.imdb.com/name/nm0001416/'}, {'name': 'Zazie Beetz', 'url': 'https://www.imdb.com/name/nm5939164/'}]"
70. Terrifier 3,https://www.imdb.com/title/tt27911000/,US,6.3, (48K),62,"$2,000,000","$53,981,071","$76,336,492",[],"[{'name': 'Damien Leone', 'url': 'https://www.imdb.com/name/nm2093171/'}]","[{'name': 'Lauren LaVera', 'url': 'https://www.imdb.com/name/nm8367841/'}, {'name': 'David Howard Thornton', 'url': 'https://www.imdb.com/name/nm7476686/'}, {'name': 'Antonella Rose', 'url': 'https://www.imdb.com/name/nm10521909/'}, {'name': 'Elliott Fullam', 'url': 'https://www.imdb.com/name/nm9869437/'}, {'name': 'Samantha Scaffidi', 'url': 'https://www.imdb.com/name/nm5394181/'}]"
71. Transformers One,https://www.imdb.com/title/tt8864596/,US,7.6, (49K),64,"$75,000,000","$59,098,421","$128,317,666",[],"[{'name': 'Josh Cooley', 'url': 'https://www.imdb.com/name/nm2155757/'}]","[{'name': 'Chris Hemsworth', 'url': 'https://www.imdb.com/name/nm1165110/'}, {'name': 'Brian Tyree Henry', 'url': 'https://www.imdb.com/name/nm3109964/'}, {'name': 'Scarlett Johansson', 'url': 'https://www.imdb.com/name/nm0424060/'}, {'name': 'Keegan-Michael Key', 'url': 'https://www.imdb.com/name/nm1221047/'}, {'name': 'Steve Buscemi', 'url': 'https://www.imdb.com/name/nm0000114/'}]"
72. Hellboy: The Crooked Man,https://www.imdb.com/title/tt26757462/,US,4.5, (13K),44,,n/a,"$1,392,497",[],"[{'name': 'Brian Taylor', 'url': 'https://www.imdb.com/name/nm0962729/'}]","[{'name': 'Jack Kesy', 'url': 'https://www.imdb.com/name/nm4477836/'}, {'name': 'Jefferson White', 'url': 'https://www.imdb.com/name/nm6366417/'}, {'name': 'Adeline Rudolph', 'url': 'https://www.imdb.com/name/nm9709536/'}, {'name': 'Leah McNamara', 'url': 'https://www.imdb.com/name/nm7388592/'}, {'name': 'Suzanne Bertish', 'url': 'https://www.imdb.com/name/nm0078136/'}]"
73. The Lord of the Rings: The War of the Rohirrim,https://www.imdb.com/title/tt14824600/,US,6.3, (30K),54,"$30,000,000","$9,158,572","$20,658,572",[],"[{'name': 'Kenji Kamiyama', 'url': 'https://www.imdb.com/name/nm0436784/'}]","[{'name': 'Brian Cox', 'url': 'https://www.imdb.com/name/nm0004051/'}, {'name': 'Gaia Wise', 'url': 'https://www.imdb.com/name/nm3230329/'}, {'name': 'Miranda Otto', 'url': 'https://www.imdb.com/name/nm0001584/'}, {'name': 'Luca Pasqualino', 'url': 'https://www.imdb.com/name/nm3297698/'}, {'name': 'Lorraine Ashbourne', 'url': 'https://www.imdb.com/name/nm0038690/'}]"
74. Inside Out 2,https://www.imdb.com/title/tt22022452/,US,7.5, (215K),73,"$200,000,000","$652,980,194","$1,698,831,782",[],"[{'name': 'Kelsey Mann', 'url': 'https://www.imdb.com/name/nm1626375/'}]","[{'name': 'Amy Poehler', 'url': 'https://www.imdb.com/name/nm0688132/'}, {'name': 'Maya Hawke', 'url': 'https://www.imdb.com/name/nm1638321/'}, {'name': 'Kensington Tallman', 'url': 'https://www.imdb.com/name/nm10143485/'}, {'name': 'Liza Lapira', 'url': 'https://www.imdb.com/name/nm0487594/'}, {'name': 'Tony Hale', 'url': 'https://www.imdb.com/name/nm0355024/'}]"
75. A Quiet Place: Day One,https://www.imdb.com/title/tt13433802/,US,6.3, (149K),68,"$67,000,000","$139,051,884","$261,067,171",[],"[{'name': 'Michael Sarnoski', 'url': 'https://www.imdb.com/name/nm3968825/'}]","[{'name': ""Lupita Nyong'o"", 'url': 'https://www.imdb.com/name/nm2143282/'}, {'name': 'Joseph Quinn', 'url': 'https://www.imdb.com/name/nm4806449/'}, {'name': 'Alex Wolff', 'url': 'https://www.imdb.com/name/nm1842974/'}, {'name': 'Djimon Hounsou', 'url': 'https://www.imdb.com/name/nm0005023/'}, {'name': 'Eliane Umuhire', 'url': 'https://www.imdb.com/name/nm9111687/'}]"
76. The Killer,https://www.imdb.com/title/tt1136617/,US,6.7, (210K),73,,n/a,"$626,164",[],"[{'name': 'David Fincher', 'url': 'https://www.imdb.com/name/nm0000399/'}]","[{'name': 'Michael Fassbender', 'url': 'https://www.imdb.com/name/nm1055413/'}, {'name': 'Tilda Swinton', 'url': 'https://www.imdb.com/name/nm0842770/'}, {'name': 'Charles Parnell', 'url': 'https://www.imdb.com/name/nm0663174/'}, {'name': 'Arliss Howard', 'url': 'https://www.imdb.com/name/nm0397124/'}, {'name': ""Kerry O'Malley"", 'url': 'https://www.imdb.com/name/nm0641747/'}]"
77. The Crow,https://www.imdb.com/title/tt1340094/,US,4.7, (34K),30,"$50,000,000","$9,275,659","$15,952,484",[],"[{'name': 'Rupert Sanders', 'url': 'https://www.imdb.com/name/nm2782185/'}]","[{'name': 'Bill Skarsgård', 'url': 'https://www.imdb.com/name/nm0803889/'}, {'name': 'FKA twigs', 'url': 'https://www.imdb.com/name/nm4766226/'}, {'name': 'Danny Huston', 'url': 'https://www.imdb.com/name/nm0396812/'}, {'name': 'Josette Simon', 'url': 'https://www.imdb.com/name/nm0800219/'}, {'name': 'Laura Birn', 'url': 'https://www.imdb.com/name/nm1285342/'}]"
