director_name,director_url,year_result,award_name,category,title
Aitor Arregi,https://www.imdb.com/name/nm1534594/,2025 Nominee,Días de Cine Award,Best Spanish Film,Marco
Aitor Arregi,https://www.imdb.com/name/nm1534594/,2020 Winner,Días de Cine Award,Best Spanish Film,La trinchera infinita
Aitor Arregi,https://www.imdb.com/name/nm1534594/,2018 Nominee,Días de Cine Award,Best Spanish Film,Handia
Aitor Arregi,https://www.imdb.com/name/nm1534594/,2020 Nominee,International Shorts,Best International Short,La madre de Mateo
Aitor Arregi,https://www.imdb.com/name/nm1534594/,2020 Nominee,Best Short Film,Best International Short Film,La madre de Mateo
Jon Garaño,https://www.imdb.com/name/nm1531686/,2015 Nominee,Banca Popolare di Bergamo Award,Best Film,Loreak (Flores)
Jon Garaño,https://www.imdb.com/name/nm1531686/,2020 Nominee,CEC Award,Best Film (Mejor Película),La trinchera infinita
Jon Garaño,https://www.imdb.com/name/nm1531686/,2020 Nominee,CEC Award,Best Director (Mejor Director),La trinchera infinita
Jon Garaño,https://www.imdb.com/name/nm1531686/,2018 Nominee,CEC Award,Best Film (Mejor Película),Handia
Jon Garaño,https://www.imdb.com/name/nm1531686/,2018 Nominee,CEC Award,Best Director (Mejor Director),Handia
Jon Garaño,https://www.imdb.com/name/nm1531686/,2018 Nominee,CEC Award,Best Original Screenplay (Mejor Guión Original),Handia
Jon Garaño,https://www.imdb.com/name/nm1531686/,2020 Nominee,Fotogramas de Plata,Audience Award - Best Spanish Film,La trinchera infinita
Jon Garaño,https://www.imdb.com/name/nm1531686/,2025 Nominee,Goya,Best Director (Mejor Dirección),Marco
Jon Garaño,https://www.imdb.com/name/nm1531686/,2025 Nominee,Goya,Best Original Screenplay (Mejor Guión Original),Marco
Jon Garaño,https://www.imdb.com/name/nm1531686/,2020 Nominee,Goya,Best Director (Mejor Director),La trinchera infinita
Jon Garaño,https://www.imdb.com/name/nm1531686/,2018 Nominee,Goya,Best Director (Mejor Director),Handia
Jon Garaño,https://www.imdb.com/name/nm1531686/,2018 Winner,Goya,Best Original Screenplay (Mejor Guión Original),Handia
Jon Garaño,https://www.imdb.com/name/nm1531686/,2015 Winner,Cine Latino Award,,Loreak (Flores)
Jon Garaño,https://www.imdb.com/name/nm1531686/,2019 Nominee,Golden Seashell,Best Film,La trinchera infinita
Jon Garaño,https://www.imdb.com/name/nm1531686/,2019 Nominee,Sebastiane Award,Best Film,La trinchera infinita
Jon Garaño,https://www.imdb.com/name/nm1531686/,2019 Winner,Feroz Zinemaldia Award,,La trinchera infinita
Jon Garaño,https://www.imdb.com/name/nm1531686/,2019 Winner,Silver Seashell,Best Director,La trinchera infinita
Jon Garaño,https://www.imdb.com/name/nm1531686/,2019 Winner,Irizar Award,Best Basque Film,La trinchera infinita
Jon Garaño,https://www.imdb.com/name/nm1531686/,2018 Nominee,Ibero American Competition,,Handia
Jon Garaño,https://www.imdb.com/name/nm1531686/,2024 Nominee,Venice Horizons Award,Best Film,Marco
Jon Garaño,https://www.imdb.com/name/nm1531686/,2024 Nominee,Iris Award,Best Fiction Screenplay (Mejor Guion de Ficción),Cristóbal Balenciaga
Jon Garaño,https://www.imdb.com/name/nm1531686/,2015 Winner,Sant Jordi,Best Spanish Film (Millor pel·lícula espanyola),Loreak (Flores)
Jon Garaño,https://www.imdb.com/name/nm1531686/,2011 Winner,Best Screenplay,Golden Olive Tree Competition,En 80 días
Jon Garaño,https://www.imdb.com/name/nm1531686/,2011 Winner,Best Film,Grand Jury Award,En 80 días
Jon Garaño,https://www.imdb.com/name/nm1531686/,2010 Winner,Grand Jury Prize,Feature Film Competition,En 80 días
Jon Garaño,https://www.imdb.com/name/nm1531686/,2015 Nominee,Violette d'Or,,Loreak (Flores)
Jon Garaño,https://www.imdb.com/name/nm1531686/,2011 Winner,Best Screenplay,,En 80 días
Jon Garaño,https://www.imdb.com/name/nm1531686/,2011 Winner,Audience Award,Best Film,En 80 días
Jon Garaño,https://www.imdb.com/name/nm1531686/,2011 Nominee,Violette d'Or,,En 80 días
Jon Garaño,https://www.imdb.com/name/nm1531686/,2006 Winner,Corazon Award,Best Local,Miramar Street
Jon Garaño,https://www.imdb.com/name/nm1531686/,2024 Nominee,National TV Series Contest,Best Miniseries Showrunner,Cristóbal Balenciaga
Jon Garaño,https://www.imdb.com/name/nm1531686/,2014 Nominee,Golden Eye Award,Best International Feature Film,Loreak (Flores)
Jon Garaño,https://www.imdb.com/name/nm1531686/,2012 Winner,Best Short Film,Best Short Film,Lagun mina (Amigo íntimo)
Jon Garaño,https://www.imdb.com/name/nm1531686/,2012 Winner,Best Cinematographer,Short Film,Lagun mina (Amigo íntimo)
Jon Garaño,https://www.imdb.com/name/nm1531686/,2020 Nominee,Feroz Award,Best Director,La trinchera infinita
Jon Garaño,https://www.imdb.com/name/nm1531686/,2018 Nominee,Feroz Award,Best Director,Handia
Jon Garaño,https://www.imdb.com/name/nm1531686/,2018 Nominee,Feroz Award,Best Film: Drama,Handia
Jon Garaño,https://www.imdb.com/name/nm1531686/,2015 Nominee,Feroz Award,Best Film: Drama,Loreak (Flores)
Jon Garaño,https://www.imdb.com/name/nm1531686/,2015 Nominee,Feroz Award,Best Director,Loreak (Flores)
Jon Garaño,https://www.imdb.com/name/nm1531686/,2008 Winner,Premio Jurado Oficial,Best Short,On the Line
Jon Garaño,https://www.imdb.com/name/nm1531686/,2016 Nominee,IBAFF Award,Best Feature Film,Loreak (Flores)
Jon Garaño,https://www.imdb.com/name/nm1531686/,2020 Nominee,Platino Award,Best Director,La trinchera infinita
Jon Garaño,https://www.imdb.com/name/nm1531686/,2018 Nominee,José María Forqué Award,Best Picture,Handia
Jon Garaño,https://www.imdb.com/name/nm1531686/,2018 Nominee,José María Forqué Award,Values Education (Educación en Valores),Handia
Jon Garaño,https://www.imdb.com/name/nm1531686/,2011 Winner,Special Jury Prize,,En 80 días
Jon Garaño,https://www.imdb.com/name/nm1531686/,2011 Nominee,Grand Jury Prize,,En 80 días
Jon Garaño,https://www.imdb.com/name/nm1531686/,2015 Winner,Golden Taiga,Best Debut Film,Loreak (Flores)
Jon Garaño,https://www.imdb.com/name/nm1531686/,2018 Nominee,ASECAN Award,Best Spanish Film,Handia
Jon Garaño,https://www.imdb.com/name/nm1531686/,2017 Winner,Pickurflick Indie Film Festival Award,Best Short Film,Renovable
Jon Garaño,https://www.imdb.com/name/nm1531686/,2009 Winner,Cortogenia Award,Best National Short Film,On the Line
Jon Garaño,https://www.imdb.com/name/nm1531686/,2018 Winner,Roel,Director of the XXI Century,
Jon Garaño,https://www.imdb.com/name/nm1531686/,2013 Nominee,Jury Prize,Best Feature Film,En 80 días
Jon Garaño,https://www.imdb.com/name/nm1531686/,2012 Winner,Best Short Film,,Lagun mina (Amigo íntimo)
Jon Garaño,https://www.imdb.com/name/nm1531686/,2025 Nominee,Días de Cine Award,Best Spanish Film,Marco
Jon Garaño,https://www.imdb.com/name/nm1531686/,2020 Winner,Días de Cine Award,Best Spanish Film,La trinchera infinita
Jon Garaño,https://www.imdb.com/name/nm1531686/,2018 Nominee,Días de Cine Award,Best Spanish Film,Handia
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2025 Nominee,Goya,Best Film (Mejor Película),Casa en llamas
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2023 Nominee,Goya,Best Documentary (Mejor Película Documental),Oswald. El falsificador
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2022 Nominee,Golden Biznaga,Best Spanish Film (Mejor Película Española),El Test
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2019 Nominee,Golden Biznaga,Best Spanish Film (Mejor Película Española),Litus
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2019 Nominee,HBO Ibero-American Competition,Best Film,El mejor verano de mi vida
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2025 Nominee,Rosa de Sant Jordi Audience Award,Best Spanish Film (Millor pel·lícula espanyola),Casa en llamas
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2024 Winner,Jury Prize,Best Film,Casa en llamas
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2022 Winner,Jury Prize,Best Director,Mamá o papá
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2025 Nominee,Gaudí Award,Best Director (Millor Direcció),Casa en llamas
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2025 Nominee,Gaudí Award,Best Film (Millor Pel·lícula),Casa en llamas
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2023 Nominee,Gaudí Award,Best Documentary (Millor Pel·lícula Documental),Oswald. El falsificador
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2016 Nominee,Gaudí Award,Best Director (Millor Director),"Barcelona, noche de invierno"
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2016 Nominee,Gaudí Award,Best Film (Millor Pel·lícula),"Barcelona, noche de invierno"
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2025 Nominee,Feroz Award,Best Director,Casa en llamas
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2025 Winner,Feroz Award,Best Film: Comedy,Casa en llamas
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2015 Winner,Evolutionary Award,Best Feature Film,"Barcelona, noche de invierno"
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2012 Winner,2º Premio,Best Short Film,Luciano
Dani de la Orden,https://www.imdb.com/name/nm1738082/,2025 Nominee,Días de Cine Award,Best Spanish Film,Casa en llamas
Simón Casal,https://www.imdb.com/name/nm1964584/,2018 Nominee,Mestre Mateo,Best Director,Serramoura
Simón Casal,https://www.imdb.com/name/nm1964584/,2016 Nominee,Mestre Mateo,Best Director,Lobos sucios
Simón Casal,https://www.imdb.com/name/nm1964584/,2012 Nominee,Mestre Mateo,Best Director,"Eduardo Barreiros, el Henry Ford español"
Jianping Li,https://www.imdb.com/name/nm4061621/,2025 Nominee,CEC Award,Best Animated Film (Mejor Largometraje de Animación),Dragonkeeper (Guardiana de dragones)
Jianping Li,https://www.imdb.com/name/nm4061621/,2025 Nominee,Goya,Best Animated Film (Mejor Película de Animación),Dragonkeeper (Guardiana de dragones)
Jianping Li,https://www.imdb.com/name/nm4061621/,2024 Nominee,Golden Biznaga,Best Spanish Film (Mejor Película Española),Dragonkeeper (Guardiana de dragones)
Salvador Simó,https://www.imdb.com/name/nm1050535/,2019 Nominee,Cristal,Best Feature,Buñuel en el laberinto de las tortugas
Salvador Simó,https://www.imdb.com/name/nm1050535/,2025 Nominee,CEC Award,Best Animated Film (Mejor Largometraje de Animación),Dragonkeeper (Guardiana de dragones)
Salvador Simó,https://www.imdb.com/name/nm1050535/,2020 Winner,CEC Award,Best New Director (Mejor Director Revelación),Buñuel en el laberinto de las tortugas
Salvador Simó,https://www.imdb.com/name/nm1050535/,2020 Winner,CEC Award,Best Adapted Screenplay (Mejor Guión Adaptado),Buñuel en el laberinto de las tortugas
Salvador Simó,https://www.imdb.com/name/nm1050535/,2020 Winner,CEC Award,Best Animated Film (Mejor Largometraje de Animación),Buñuel en el laberinto de las tortugas
Salvador Simó,https://www.imdb.com/name/nm1050535/,2019 Winner,European Film Award,European Animated Feature Film,Buñuel en el laberinto de las tortugas
Salvador Simó,https://www.imdb.com/name/nm1050535/,2025 Nominee,Goya,Best Animated Film (Mejor Película de Animación),Dragonkeeper (Guardiana de dragones)
Salvador Simó,https://www.imdb.com/name/nm1050535/,2020 Nominee,Goya,Best New Director (Mejor Director Novel),Buñuel en el laberinto de las tortugas
Salvador Simó,https://www.imdb.com/name/nm1050535/,2020 Nominee,Goya,Best Adapted Screenplay (Mejor Guión Adaptado),Buñuel en el laberinto de las tortugas
Salvador Simó,https://www.imdb.com/name/nm1050535/,2024 Nominee,Golden Biznaga,Best Spanish Film (Mejor Película Española),Dragonkeeper (Guardiana de dragones)
Salvador Simó,https://www.imdb.com/name/nm1050535/,2019 Nominee,Golden Biznaga,Best Spanish Film (Mejor Película Española),Buñuel en el laberinto de las tortugas
Salvador Simó,https://www.imdb.com/name/nm1050535/,2019 Nominee,HBO Ibero-American Competition,Best Film,Buñuel en el laberinto de las tortugas
Salvador Simó,https://www.imdb.com/name/nm1050535/,2019 Nominee,Seminci Joven Award,Best Feature Film,Buñuel en el laberinto de las tortugas
Salvador Simó,https://www.imdb.com/name/nm1050535/,2020 Nominee,ICS Award,Best Animated Film,Buñuel en el laberinto de las tortugas
Salvador Simó,https://www.imdb.com/name/nm1050535/,2020 Winner,Premio Platino,Mejor Película de Animación,Buñuel en el laberinto de las tortugas
Salvador Simó,https://www.imdb.com/name/nm1050535/,2019 Nominee,Arab Critics' Award,Best Film,Buñuel en el laberinto de las tortugas
Salvador Simó,https://www.imdb.com/name/nm1050535/,2020 Winner,Días de Cine Award,Best Animated Feature Film,Buñuel en el laberinto de las tortugas
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2021 Nominee,Silver Ariel,Best Latin-American Film (Mejor Película Iberoamericana),El olvido que seremos
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2012 Nominee,Oscar,Best Animated Feature Film of the Year,Chico & Rita
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2011 Winner,FNAC Award,,Chico & Rita
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2011 Nominee,Cristal,Best Feature,Chico & Rita
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1999 Nominee,Golden Berlin Bear,,La niña de tus ojos
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1993 Nominee,Golden Berlin Bear,,Belle Epoque
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1987 Winner,Silver Berlin Bear,Outstanding Single Achievement,El año de las luces
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1987 Nominee,Golden Berlin Bear,,El año de las luces
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1995 Nominee,BAFTA Film Award,Best Film not in the English Language,Belle Epoque
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2000 Nominee,Golden India Catalina,Best Film (Mejor Película),La niña de tus ojos
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1987 Nominee,Gold Hugo,Best Feature,El año de las luces
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1980 Winner,Silver Hugo,Best First Feature Film,Ópera prima
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2024 Nominee,CEC Award,Best Animated Film (Mejor Largometraje de Animación),Dispararon al pianista
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2013 Nominee,CEC Award,Best Film (Mejor Película),El artista y la modelo
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2013 Nominee,CEC Award,Best Director (Mejor Director),El artista y la modelo
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2013 Nominee,CEC Award,Best Original Screenplay (Mejor Guión Original),El artista y la modelo
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2010 Nominee,CEC Award,Best Director (Mejor Director),El baile de la Victoria
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2024 Nominee,European Film Award,European Animated Feature Film,Dispararon al pianista
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2024 Nominee,European Film Award,European Film,Dispararon al pianista
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2011 Winner,European Film Award,European Animated Feature Film,Chico & Rita
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2000 Nominee,European Film Award,European Documentary,Calle 54
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1993 Winner,Fotogramas de Plata,Best Spanish Film (Mejor Película Española),Belle Epoque
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2024 Nominee,Goya,Best Animated Film (Mejor Película de Animación),Dispararon al pianista
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2013 Nominee,Goya,Best Original Screenplay (Mejor Guión Original),El artista y la modelo
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2013 Nominee,Goya,Best Director (Mejor Director),El artista y la modelo
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2010 Nominee,Goya,Best Director (Mejor Director),El baile de la Victoria
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2010 Nominee,Goya,Best Adapted Screenplay (Mejor Guión Adaptado),El baile de la Victoria
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1993 Winner,Special Jury Award,,Belle Epoque
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1993 Nominee,Golden Kikito,Best Latin Film (Melhor Filme),Belle Epoque
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2010 Winner,Grammy,Best Latin Jazz Album,
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2006 Winner,Grammy,Best Traditional Tropical Latin Album,
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2002 Nominee,Grammy,Best Latin Jazz Album,
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2001 Winner,Audience Award,,Calle 54
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2024 Nominee,Best Documentary,,Dispararon al pianista
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2001 Winner,Patron's Award,Best Feature Film,Calle 54
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2012 Nominee,Golden Seashell,Best Film,El artista y la modelo
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2012 Winner,Silver Seashell,Best Director,El artista y la modelo
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2015 Winner,Espiga de Honor (Honorary Spike),,
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1989 Nominee,Golden Lion,,El sueño del mono loco
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1980 Winner,AGIS Award,,Ópera prima
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2021 Winner,Prize of the City of Huelva,,
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2012 Winner,Sant Jordi,Best Spanish Film (Mejor Película Española),Chico & Rita
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1993 Winner,Sant Jordi,Best Film (Mejor Película Española),Belle Epoque
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1993 Winner,Best Film,,Belle Epoque
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1993 Winner,Best Director,,Belle Epoque
Fernando Trueba,https://www.imdb.com/name/nm0874096/,1993 Winner,Best Screenplay,,Belle Epoque
Fernando Trueba,https://www.imdb.com/name/nm0874096/,2021 Nominee,Film and Literature Award,Best Film Adaptation,El olvido que seremos
